user,sum_score,mean_score,degree,closeness,betweenness,load,eigenvector,listed,followers,reply_sent,reply_recieved,mention_sent,mention_recieved,tweet_sent,tweet_recieved
Jav247Jav,1.0006399638502799,0.11118221820558666,0.0,0.0,0.0,0.0,0.0,0.0,1.6858476480374195e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
SikmaBj,1.0006399451186394,0.11118221612429327,0.0,0.0,0.0,0.0,0.0,0.0,1.4985312426999285e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
Sweetpea073,1.0006399451186394,0.11118221612429327,0.0,0.0,0.0,0.0,0.0,0.0,1.4985312426999285e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
swarajsingh735,1.0006399263869987,0.11118221404299986,0.0,0.0,0.0,0.0,0.0,0.0,1.3112148373624374e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
AZCloutGodz,1.0006399076553583,0.11118221196170647,0.0,0.0,0.0,0.0,0.0,0.0,1.1238984320249464e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
terri_heiges,1.0006399076553583,0.11118221196170647,0.0,0.0,0.0,0.0,0.0,0.0,1.1238984320249464e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
travelwiddriver,1.0006399076553583,0.11118221196170647,0.0003185727938834023,0.0,0.0,0.0,4.5185541186932434e-104,0.0,1.1238984320249464e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
JerryAltschul,1.0006398889237178,0.1111822098804131,0.0,0.0,0.0,0.0,0.0,0.0,9.365820266874553e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
sohanv86,1.0006398889237178,0.1111822098804131,0.0003185727938834023,0.0,0.0,0.0,0.0,0.0,9.365820266874553e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
KP23899,1.0006398889237178,0.1111822098804131,0.0,0.0,0.0,0.0,0.0,0.0,9.365820266874553e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
_abhishek_T7,1.0006398889237178,0.1111822098804131,0.0003185727938834023,0.0,0.0,0.0,0.0,0.0,9.365820266874553e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
Imran28783848,1.0006398701920771,0.11118220779911968,0.0006371455877668046,0.0,0.0,0.0,0.0,0.0,7.492656213499642e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
MdUddin01689974,1.0006398701920771,0.11118220779911968,0.0,0.0,0.0,0.0,0.0,0.0,7.492656213499642e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
SaiSangha,1.0006398701920771,0.11118220779911968,0.0006371455877668046,0.0,0.0,0.0,0.0,0.0,7.492656213499642e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
realgeminusbdm,1.0006398514604367,0.11118220571782629,0.0,0.0,0.0,0.0,0.0,0.0,5.619492160124732e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
Azn_Dang,1.0006398514604367,0.11118220571782629,0.0006371455877668046,0.0,0.0,0.0,0.0,0.0,5.619492160124732e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
mellenns,1.0006398514604367,0.11118220571782629,0.0,0.0,0.0,0.0,0.0,0.0,5.619492160124732e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
m_moore13,1.0006398327287962,0.11118220363653292,0.0,0.0,0.0,0.0,0.0,0.0,3.746328106749821e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
SoumikSinha15,1.0006398327287962,0.11118220363653292,0.0003185727938834023,0.0,0.0,0.0,4.5185541186932434e-104,0.0,3.746328106749821e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
Brandon92224590,1.0006398139971555,0.1111822015552395,0.0,0.0,0.0,0.0,0.0,0.0,1.8731640533749106e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
wakethehealthup,1.0006398139971555,0.1111822015552395,0.0,0.0,0.0,0.0,0.0,0.0,1.8731640533749106e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
LBServerARK,1.0006398139971555,0.1111822015552395,0.0,0.0,0.0,0.0,0.0,0.0,1.8731640533749106e-08,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
PramodDabholka5,1.000639795265515,0.11118219947394611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
Franciscereyah1,1.000639795265515,0.11118219947394611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
Stephen79644691,1.000639795265515,0.11118219947394611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
VersatileMe17,1.000639795265515,0.11118219947394611,0.0006371455877668046,0.0,0.0,0.0,4.5185541186932434e-104,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
Milky_Ways_8,1.000639795265515,0.11118219947394611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
9lru7hu7Kb30xG4,1.000639795265515,0.11118219947394611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
koebelmi,1.000639795265515,0.11118219947394611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
gurpal65222602,1.000639795265515,0.11118219947394611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
