user,degree,closeness,betweenness,listed,followers,reply_sent,reply_recieved,mention_sent,mention_recieved,tweet_sent,tweet_recieved,score
EmperorParsy198,0.0003185727938834023,0.5016042780748663,0.0,0.0,9.553136672212045e-07,0.006962576153176675,0.0006397952655150352,0.0,0.0,0.0,0.0,1.4987842131865508
Aloysius3666,0.0009557183816502069,0.5016042780748663,0.0011883466600966612,0.0,1.4985312426999285e-07,0.0017406440382941688,0.0012795905310300703,0.0,0.0,0.0,0.0,1.4987308473225227
VenkatR88384411,0.0003185727938834023,0.5016042780748663,0.0,0.0,0.0,0.0017406440382941688,0.0012795905310300703,0.0,0.0,0.0,0.0,1.4987058320258717
El_Lloydie,0.0006371455877668046,0.5017115960633289,0.0,0.00010829029921963303,6.9307069974871696e-06,0.0017406440382941688,0.001599488163787588,0.0,0.0,0.0,0.0,1.4985311682240117
issahendrixxx,0.0003185727938834023,0.5016042780748663,0.0,0.00010152215551840597,3.918659199660313e-05,0.007832898172323759,0.0009596928982725527,0.0,0.0,0.0,0.0,1.4982522652914332
AguileraJoseph,0.0003185727938834023,0.5016042780748663,0.0,0.0,2.2477968640498927e-07,0.0034812880765883376,0.001599488163787588,0.0,0.0,0.0,0.0,1.4980523932418301
MMadden44,0.0003185727938834023,0.5016042780748663,0.0,7.44495807134977e-05,2.6074443622978757e-05,0.0034812880765883376,0.001599488163787588,0.0,0.0,0.0,0.0,1.4980514211655196
MattTennisHack,0.0003185727938834023,0.5016042780748663,0.0,0.0,0.0,0.0017406440382941688,0.0019193857965451055,0.0,0.0,0.0,0.0,1.497890351733209
Nishakedia13,0.0003185727938834023,0.5016042780748663,0.0,0.0,0.0,0.0017406440382941688,0.0019193857965451055,0.0,0.0,0.0,0.0,1.497890351733209
fidhahussain,0.0003185727938834023,0.5016042780748663,0.0,6.768143701227065e-06,5.057542944112259e-07,0.0017406440382941688,0.0019193857965451055,0.0,0.0,0.0,0.0,1.4978902844900204
DonRodriguezES,0.0006371455877668046,0.5016042780748663,0.0011490690204475748,0.0,3.746328106749821e-08,0.0017406440382941688,0.002239283429302623,0.0,0.0,0.0,0.0,1.4975025363496086
MrWorst11,0.0003185727938834023,0.5016042780748663,0.0,0.0,3.746328106749821e-08,0.0034812880765883376,0.002239283429302623,0.0,0.0,0.0,0.0,1.4972369150950708
SueKahler1,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.8731640533749106e-08,0.020887728459530026,0.0019193857965451055,0.0,0.0,0.0,0.0,1.4951876948297231
JonasSi36374287,0.0003185727938834023,0.5016042780748663,0.0,0.0,5.619492160124732e-08,0.020887728459530026,0.0019193857965451055,0.0,0.0,0.0,0.0,1.4951876944005427
avi_mukh,0.0003185727938834023,0.5016042780748663,0.0,0.0,4.1209609174248033e-07,0.020887728459530026,0.0019193857965451055,0.0,0.0,0.0,0.0,1.4951876903233272
sachin_kailvita,0.0003185727938834023,0.5018189599828804,0.0005651684392720482,6.768143701227065e-06,3.9336445120873123e-07,0.0026109660574412533,0.005118362124120281,0.0,0.0,0.0,0.0,1.4941568327090335
mike_cardarelli,0.0003185727938834023,0.5016042780748663,0.0,0.0,3.746328106749821e-08,0.0017406440382941688,0.005118362124120281,0.0,0.0,0.0,0.0,1.4938129498407156
SarahGowrie,0.0003185727938834023,0.5016042780748663,0.0,8.798586811595184e-05,1.2437809314409407e-05,0.0017406440382941688,0.005118362124120281,0.0,0.0,0.0,0.0,1.4938120089417013
FeliciaChenai,0.0003185727938834023,0.5018200649110583,3.9277639649117267e-05,0.0,7.605046056702137e-06,0.0026109660574412533,0.005438259756877799,0.0,0.0,0.0,0.0,1.4937444060223117
DaveSchmick,0.0003185727938834023,0.5016042780748663,0.0,6.768143701227065e-06,2.266528504583642e-06,0.004351610095735422,0.005118362124120281,0.0,0.0,0.0,0.0,1.4934443187612838
candicin_roy,0.0006371455877668046,0.5016042780748663,3.9277639649117267e-05,0.0,5.619492160124732e-08,0.0017406440382941688,0.005438259756877799,0.0,0.0,0.0,0.0,1.493410301301256
IamBenEvans,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.8731640533749106e-06,0.0017406440382941688,0.007037747920665386,0.0,0.0,0.0,0.0,1.4913664879328827
malapane_peter,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.8731640533749106e-08,0.005221932114882507,0.015035188739603326,0.0,0.0,0.0,0.0,1.4806816133937817
phlsfo,0.0003185727938834023,0.5016042780748663,0.0,0.00017597173623190367,7.96094722684337e-06,0.007832898172323759,0.015035188739603326,0.0,0.0,0.0,0.0,1.4803113806330384
BiteSizeOreos,0.0003185727938834023,0.5016042780748663,0.0,1.353628740245413e-05,8.429238240187098e-06,0.020887728459530026,0.015035188739603326,0.0,0.0,0.0,0.0,1.4784701295806133
O_Vizzle,0.0003185727938834023,0.5016042780748663,0.0,2.0304431103681193e-05,5.563297238523484e-06,0.020887728459530026,0.015035188739603326,0.0,0.0,0.0,0.0,1.4784701009636703
AwakeandTryinMT,0.0003185727938834023,0.5019273831456416,0.0,8.121772441472477e-05,1.2700052281881893e-05,0.0017406440382941688,0.02399232245681382,0.0,0.0,0.0,0.0,1.4704465774427642
Stephen07248681,0.0,0.5018200649110583,0.0,0.0,9.365820266874553e-08,0.0026109660574412533,0.02399232245681382,0.0,0.0,0.0,0.0,1.4700904717643233
Arsh_Dhaliwal94,0.0003185727938834023,0.5016042780748663,0.0,0.0,0.0,0.0017406440382941688,0.02399232245681382,0.0,0.0,0.0,0.0,1.4697562816363492
EAallstar,0.0003185727938834023,0.5016042780748663,0.0,2.707257480490826e-05,7.455192932432144e-06,0.0017406440382941688,0.02399232245681382,0.0,0.0,0.0,0.0,1.4697559504324227
manekari,0.0006371455877668046,0.5016042780748663,2.5729724898967516e-05,0.00023688502954294726,1.3580439386968103e-05,0.0026109660574412533,0.02399232245681382,0.0,0.0,0.0,0.0,1.4696360380445725
Condorscomments,0.0003185727938834023,0.5016042780748663,0.0,0.0,7.492656213499642e-08,0.0026109660574412533,0.02399232245681382,0.0,0.0,0.0,0.0,1.469633432746674
jammy1_,0.0003185727938834023,0.5016042780748663,0.0,0.0,9.365820266874553e-08,0.0026109660574412533,0.02399232245681382,0.0,0.0,0.0,0.0,1.4696334325320841
DrinkLiftGamble,0.0006371455877668046,0.5016042780748663,3.9277639649117267e-05,0.0,4.3082773227622944e-07,0.020887728459530026,0.02399232245681382,0.0,0.0,0.0,0.0,1.4670587118333385
MacsJamTracks,0.0003185727938834023,0.5018200649110583,3.9277639649117267e-05,0.0,3.184378890737348e-07,0.0034812880765883376,0.038067818298144596,0.0,0.0,0.0,0.0,1.452032146540812
Aelarie1,0.0003185727938834023,0.5016042780748663,0.0,0.0,2.2477968640498927e-07,0.0008703220191470844,0.038067818298144596,0.0,0.0,0.0,0.0,1.451938560654001
Nezz911,0.0006371455877668046,0.5016042780748663,3.9277639649117267e-05,2.707257480490826e-05,1.2325419471206911e-05,0.0017406440382941688,0.038067818298144596,0.0,0.0,0.0,0.0,1.451820420021842
desroshay,0.0006371455877668046,0.5016042780748663,0.0,0.0,1.8731640533749106e-07,0.0017406440382941688,0.038067818298144596,0.0,0.0,0.0,0.0,1.4518202798919788
tyrakeshae,0.0006371455877668046,0.5016042780748663,0.0,0.0,0.00010236841551693887,0.0017406440382941688,0.038067818298144596,0.0,0.0,0.0,0.0,1.4518191093021624
beuria_akash,0.0003185727938834023,0.5016042780748663,0.0,0.0,3.746328106749821e-08,0.0017406440382941688,0.038067818298144596,0.0,0.0,0.0,0.0,1.4518157147685897
StoreLush,0.0003185727938834023,0.5016042780748663,0.0,0.0,5.619492160124732e-08,0.0017406440382941688,0.038067818298144596,0.0,0.0,0.0,0.0,1.451815714554
queenmillie71,0.0003185727938834023,0.5016042780748663,0.0,0.0,2.2477968640498927e-07,0.0017406440382941688,0.038067818298144596,0.0,0.0,0.0,0.0,1.4518157126226876
LyndonYRB,0.0003185727938834023,0.5016042780748663,0.0,0.0,8.429238240187097e-07,0.0017406440382941688,0.038067818298144596,0.0,0.0,0.0,0.0,1.4518157055412098
Thagda202,0.0003185727938834023,0.5016042780748663,0.0,9.47540118171789e-05,4.533057009167284e-06,0.0017406440382941688,0.038067818298144596,0.0,0.0,0.0,0.0,1.4518148029774105
KrystianYuJin,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.4423363210986811e-06,0.0026109660574412533,0.038067818298144596,0.0,0.0,0.0,0.0,1.4516928506430087
llcoolmloo,0.0003185727938834023,0.5016042780748663,0.0,0.0,5.544565597989735e-06,0.0034812880765883376,0.038067818298144596,0.0,0.0,0.0,0.0,1.45156995561643
MandiSchu84,0.0003185727938834023,0.5016042780748663,0.0,0.0001895080236343578,1.213810306586942e-05,0.0034812880765883376,0.038067818298144596,0.0,0.0,0.0,0.0,1.4515681595016225
dustintclee,0.0003185727938834023,0.5016042780748663,0.0,0.0,9.740453077549535e-07,0.006962576153176675,0.038067818298144596,0.0,0.0,0.0,0.0,1.4510786158511975
vsshole,0.0003185727938834023,0.5019273831456416,0.0,0.0007580320945374312,0.00048762206637455673,0.0026109660574412533,0.07965451055662187,0.0,0.0,0.0,0.0,1.399365358303449
ItsVenus89,0.0003185727938834023,0.5018200649110583,3.9277639649117267e-05,6.768143701227065e-06,1.5228823753938023e-05,0.0026109660574412533,0.07965451055662187,0.0,0.0,0.0,0.0,1.3991485432859634
Philip76277744,0.0003185727938834023,0.5019273831456416,0.0,0.0,0.0,0.004351610095735422,0.07965451055662187,0.0,0.0,0.0,0.0,1.399132130770382
finest_fantasy,0.0003185727938834023,0.5016042780748663,0.0,0.0,0.0,0.0017406440382941688,0.07965451055662187,0.0,0.0,0.0,0.0,1.3988094961746997
AkshayC10710555,0.0003185727938834023,0.5016042780748663,0.0,0.0,0.0,0.0017406440382941688,0.07965451055662187,0.0,0.0,0.0,0.0,1.3988094961746997
thatmelaninchi2,0.0003185727938834023,0.5016042780748663,0.0,0.0,9.365820266874553e-08,0.0017406440382941688,0.07965451055662187,0.0,0.0,0.0,0.0,1.3988094951017493
salem57662732,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.1238984320249464e-07,0.0017406440382941688,0.07965451055662187,0.0,0.0,0.0,0.0,1.3988094948871586
sakhan92,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.4985312426999285e-07,0.0017406440382941688,0.07965451055662187,0.0,0.0,0.0,0.0,1.3988094944579779
PPVillafruela,0.0003185727938834023,0.5016042780748663,0.0,2.0304431103681193e-05,3.55901170141233e-07,0.0017406440382941688,0.07965451055662187,0.0,0.0,0.0,0.0,1.398809307749731
courtneytrusler,0.0003185727938834023,0.5016042780748663,0.0,4.737700590858945e-05,1.3149611654691872e-05,0.0017406440382941688,0.07965451055662187,0.0,0.0,0.0,0.0,1.398808915387584
kandakamag,0.0003185727938834023,0.5016042780748663,0.0,4.0608862207362386e-05,2.5624884250168778e-05,0.0017406440382941688,0.07965451055662187,0.0,0.0,0.0,0.0,1.398808833919729
miraculous017,0.0003185727938834023,0.5016042780748663,0.0,6.768143701227065e-06,5.9753933302659645e-05,0.0017406440382941688,0.07965451055662187,0.0,0.0,0.0,0.0,1.3988087501825488
OneTimePantsula,0.0006371455877668046,0.5016042780748663,0.0011490690204475748,0.0,2.622429674724875e-07,0.0026109660574412533,0.07965451055662187,0.0,0.0,0.0,0.0,1.3987065703310337
DavidBardsley12,0.0003185727938834023,0.5016042780748663,0.0,0.0,0.0,0.0026109660574412533,0.07965451055662187,0.0,0.0,0.0,0.0,1.3986866481433866
kaocubas,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.8731640533749106e-08,0.0026109660574412533,0.07965451055662187,0.0,0.0,0.0,0.0,1.3986866479287965
Kohl00188271,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.8731640533749106e-08,0.0026109660574412533,0.07965451055662187,0.0,0.0,0.0,0.0,1.3986866479287965
ShamikB92075323,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.8731640533749106e-08,0.0026109660574412533,0.07965451055662187,0.0,0.0,0.0,0.0,1.3986866479287965
advise_law,0.0003185727938834023,0.5016042780748663,0.0,2.0304431103681193e-05,6.930706997487169e-07,0.0026109660574412533,0.07965451055662187,0.0,0.0,0.0,0.0,1.398686455855794
tmmenon,0.0003185727938834023,0.5016042780748663,0.0,0.00012182658662208716,3.7444549426964465e-05,0.0026109660574412533,0.07965451055662187,0.0,0.0,0.0,0.0,1.398685113090951
suhIut,0.0003185727938834023,0.5016042780748663,0.0,0.00017597173623190367,1.3149611654691872e-05,0.0026109660574412533,0.07965451055662187,0.0,0.0,0.0,0.0,1.3986848998204942
reneloubisnar,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.1238984320249464e-07,0.0034812880765883376,0.07965451055662187,0.0,0.0,0.0,0.0,1.3985637988245314
herpaderping,0.0003185727938834023,0.5016042780748663,0.0,0.0,2.0604804587124017e-07,0.0034812880765883376,0.07965451055662187,0.0,0.0,0.0,0.0,1.3985637977515801
Ola_tbronx,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.1613617130924447e-06,0.0034812880765883376,0.07965451055662187,0.0,0.0,0.0,0.0,1.3985637868074778
JusMe_Krissy,0.0003185727938834023,0.5016042780748663,0.0,1.353628740245413e-05,2.2103335829823946e-06,0.0034812880765883376,0.07965451055662187,0.0,0.0,0.0,0.0,1.398563651891921
DrJitin,0.0003185727938834023,0.5016042780748663,0.0,0.0,5.619492160124732e-08,0.005221932114882507,0.07965451055662187,0.0,0.0,0.0,0.0,1.3983181034056753
markralston78,0.0003185727938834023,0.5016042780748663,0.0,0.0,7.492656213499642e-08,0.005221932114882507,0.07965451055662187,0.0,0.0,0.0,0.0,1.3983181031910854
guezkun,0.0003185727938834023,0.5016042780748663,0.0,0.0,9.553136672212045e-07,0.007832898172323759,0.07965451055662187,0.0,0.0,0.0,0.0,1.3979495490114027
LeoSilvagni,0.0006371455877668046,0.0,0.0,0.0,7.492656213499642e-08,0.0,0.0,0.15384615384615385,0.5652173913043478,0.0,0.0,1.3925500596055715
vvHhDOj6ZpOvv53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.5652173913043478,0.0,0.0,1.3925409267837119
KrisDudek,0.0,0.0,0.0,0.0,1.6858476480374195e-07,0.0,0.0,0.15384615384615385,0.5652173913043478,0.0,0.0,1.392540924852398
AndreiiaSilva,0.0,0.0,0.0,6.768143701227065e-06,1.04897186988995e-05,0.0,0.0,0.15384615384615385,0.5652173913043478,0.0,0.0,1.3925407451639198
Ali_Sultan97,0.0003185727938834023,0.0,0.0,0.0,3.2780370934060934e-06,0.0,0.0,0.3076923076923077,0.026086956521739132,0.0,0.0,1.3878243959348269
suvibadra,0.0003185727938834023,0.0,0.0,1.353628740245413e-05,2.0792120992461506e-06,0.0,0.0,0.3076923076923077,0.017391304347826087,0.0,0.0,1.3801888220663339
